n-gram	frequency
uc	0.0017782499159504862
up	0.0017725858248620547
ab	0.001769056633668219
ng	0.001761987820173571
gr	0.0017603640445208407
rc	0.0017099609356086827
rr	0.0017061431504551542
sm	0.0016389633444885562
ru	0.0016052256674897517
tc	0.0015270897221617982
ud	0.0014905565084931969
br	0.0014904800137087
ig	0.0014887693121644959
èr	0.0014877435866451052
np	0.0014730913583782845
ba	0.001471057292517798
vo	0.0014680983351720303
ép	0.0014673785887906274
àl	0.001422003273441313
cl	0.0014219685030847234
op	0.0014190338849885686
ga	0.0014175213744769247
um	0.001417149331661417
hi	0.0014150179088024799
oc	0.001396301025850345
cu	0.0013911480590037791
sq	0.001345974411722684
ex	0.001345240757198645
ot	0.001340692794556737
mb	0.001338669159803227
cr	0.001303206873117583
rn	0.0012920282034740544
if	0.0012815206017127037
eà	0.0012660199767450988
eq	0.0012625325099791707
gi	0.0012581792613341636
ls	0.0012441007439510697
eb	0.0012409540266797188
iè	0.0012310027506238002
él	0.001220223940081051
nf	0.0012110306577987839
pi	0.00119181308171176
mé	0.0011882421660900171
eg	0.001185321456136498
pp	0.0011817714027287088
sr	0.0011615385322292712
af	0.0011556727730726202
fr	0.0011505650076896207
ip	0.0011464273352554688
ua	0.0011363717481297816
pu	0.001122362771459867
bi	0.0011124706050101504
th	0.0011114831268830081
ho	0.00110786353276204
ég	0.001105506102585271
ff	0.0011014379708642978
gn	0.0010904992166812372
sf	0.0010741953964764144
bo	0.0010368972349628438
dr	0.001024463355446434
fe	0.0010187888332510255
jo	0.001009338250329996
ès	0.0010013514994213848
nu	0.0009975337142678563
be	0.000987832784779382
od	0.0009841749432661652
gu	0.0009663725206923347
rè	0.0009283407046547253
rg	0.0009106738864715938
pé	0.0008837790156496055
ph	0.0008791093567596339
nl	0.0008740537469115187
og	0.0008563347731935029
mu	0.0008404273350538007
ub	0.0008402152358786047
ib	0.0008214601055342213
tà	0.0008146242534287231
eo	0.0008079831153201261
rp	0.0008033795201076746
ld	0.000799429607599106
ém	0.000799214031388251
je	0.000796926141924661
én	0.0007900902898191627
nv	0.0007848608281881
éa	0.000773362271263948
cc	0.0007626773406839907
ob	0.0007439604577318559
gé	0.000737806104615512
pt	0.0007371802381969008
ej	0.0007341204468170237
êt	0.0007300870854526402
év	0.0007280634506991305
nr	0.000725101016317704
sn	0.0007119195741346196
ié	0.0007039432543329854
fu	0.000692691566940619
nm	0.0006893049342088003
sà	0.0006850733818118567
bu	0.0006830045455947806
rv	0.0006793015026179975
tm	0.0006716659323109405
vr	0.0006711617621403926
sh	0.0006643780655697785
sb	0.0006500978801184655
sv	0.0006444685593866233
lt	0.0006431055614083144
hé	0.000609656478369203
tq	0.0006008561011163972
eé	0.0005914785359442056
ju	0.000560317342368684
ué	0.0005593681116337903
cé	0.0005546602053515703
ay	0.0005459432769545794
xp	0.0005411553988522034
xe	0.0005336902032924349
ys	0.0005330608598381648
go	0.0005321846468521091
ug	0.0005298167855683632
sg	0.0005263501810163888
ya	0.0005082348252332525
nq	0.0005082348252332525
gl	0.0005054601507774093
eh	0.0005024594690037344
éf	0.0004994101087308341
vé	0.0004957939916455247
oy	0.00048193105047328593
of	0.00047816889789030064
tf	0.00047586710028407487
ps	0.00047556807521740506
xi	0.00047490396140654535
fé	0.0004706654549382837
aq	0.0004486697273597578
ja	0.0004389653208356247
sy	0.0004355613029255114
ye	0.00042715383070216715
êm	0.00042411490153624373
hu	0.00041815178538114224
rb	0.0004132630732446567
ae	0.0004117714249469666
rf	0.00040892720977794443
lp	0.0004056205488662817
rq	0.0004054918985469006
uf	0.000405245029015115
tn	0.0004036455926119974
èm	0.0004013125016848411
fl	0.00040031806948638104
ov	0.000397821557883254
éq	0.0003974564691390641
mê	0.00039305454199483177
ds	0.0003850712681218796
àc	0.0003838056271420213
ix	0.0003793584985342226
uj	0.0003640804038487906
xt	0.00036402129424258843
tb	0.00035313121855875293
xd	0.0003530825400595276
aé	0.0003500644731075579
nb	0.00034614585391991976
éo	0.0003445498945524611
às	0.000341844760809797
lm	0.0003399323911973738
sj	0.0003396507513089987
éb	0.0003342474378949884
lh	0.000330210599494946
àp	0.00032539142807163946
lc	0.0003216466606669489
dd	0.00031236297545754894
nç	0.00030681710358152164
xa	0.00030382337587916454
ça	0.0003033331138512524
aa	0.00030114605842177205
xc	0.0003009791607101424
lè	0.00029998820554734125
tv	0.0002946231395255794
lf	0.00029039506416429463
ly	0.00029037072491468197
ez	0.00029032900048677455
àd	0.0002862921620867321
ty	0.00027807940386028916
aj	0.00027714755830369017
ke	0.0002767755154881824
aî	0.00027560027743545685
dh	0.00026857666540437523
tè	0.0002643729292927031
rà	0.0002586844989546588
nh	0.0002582116221050414
cs	0.00025712330994378965
ka	0.00025658784645231114
rê	0.0002555829831468742
ii	0.0002549466856212861
éà	0.0002541121970631378
èt	0.00025281873979800793
mè	0.00024986325948789934
èc	0.00024958161959952427
nj	0.00024766924998710106
ln	0.00024749192116849453
md	0.0002462819127591795
tê	0.00024545785530800804
lq	0.00024381321744132407
ck	0.0002430691318103085
yp	0.00024237372467851825
où	0.0002421129470040969
ôt	0.0002407256097761753
cd	0.00023850378399010544
ki	0.00023791616496374266
oq	0.00023272495072492838
cè	0.00023032231908459304
oo	0.0002273181602752591
tg	0.00022694264042409236
ât	0.0002223077518907103
àu	0.0002222486422845081
ek	0.00021644546976971838
bé	0.0002161464447030486
bs	0.00021355605313712987
ey	0.00021255118983169293
ît	0.00021220000923013885
ym	0.00021076399350299197
oe	0.00020952269177274636
wa	0.000208190987115368
lb	0.0002079336864766056
tj	0.00020682451210140014
lr	0.00020197752439282205
ry	0.00020103524772924623
èn	0.0001998878259617923
lg	0.0001992376202935684
ah	0.00019859784573232137
pè	0.00019829186659433366
uà	0.00019780855863773942
ms	0.00019656030283617592
hr	0.00019416462526715848
ew	0.0001940985615896384
nà	0.00019324321081753637
fs	0.0001928190124671443
œu	0.00019177937880511788
éu	0.0001903503171492889
ny	0.00019021123572293084
iu	0.0001893002523802856
hn	0.0001858962344701723
uu	0.00018518344216008725
yl	0.00018001656717088563
az	0.00017778778731349784
ao	0.00017757568813830181
yc	0.00017691505136310106
yn	0.0001768559417568989
dè	0.00017593105027161786
èg	0.0001758997569506873
hy	0.00017320157727934108
ak	0.00017285387371344596
yo	0.0001719359362994828
xs	0.00017022175771961982
dm	0.00016836154364208088
uo	0.0001682746177506071
àm	0.0001666091176699694
dl	0.00016571899654127788
ço	0.00016460634513041348
ze	0.0001645263733102576
vu	0.00016422387120792884
àt	0.00016101109025905782
hè	0.00015642835726056002
rô	0.00015404311079851942
oa	0.0001539874782279762
za	0.0001530452015644004
zo	0.00015163352508686616
sk	0.0001512962526279479
rk	0.0001491891690186234
xé	0.00014771490589922807
ôl	0.00014306263218755123
wi	0.00014165443274567595
ko	0.00013915444410688996
là	0.00013896668418130658
xm	0.00013480467249754187
àa	0.00013292707324170819
we	0.00012969343007888348
éé	0.0001287407223083308
éi	0.0001281287640323554
dp	0.00012761068571917164
lv	0.00012728732140288918
èl	0.00012578524199822222
yr	0.00012443267512689016
ax	0.00012417537448812776
rh	0.00012180055913306402
yd	0.0001204166989408014
uq	0.00011957873334699415
fd	0.00011447792203531258
pd	0.00011321575809111326
nk	0.00011187014529109911
cq	0.00011182494382753275
cô	0.00011127557219341844
oh	0.0001107853101655063
ût	0.00011070533834535043
cy	0.00011044803770658803
èd	0.00011034720367247844
èv	0.00011018030596084878
oj	0.00010944665143681006
rj	0.0001086504102709102
ow	0.00010831313781199194
ik	0.00010813233195772646
bt	0.00010747517221818467
éj	0.0001064807400197246
zi	0.00010613651348948841
gt	0.00010467615851272887
yt	0.00010454403115768873
bj	0.00010451273783675817
àr	0.00010389382548946483
gè	0.00010293764068325323
ox	0.00010257255193906333
dc	0.00010187019073595517
gm	0.0001017971729871172
iz	0.00010141469906463256
sè	0.00010019425954834065
gh	9.954753091577571e-05
cp	9.78924619421149e-05
oû	9.652250989248808e-05
âc	9.636256625217632e-05
xo	9.629650257465624e-05
àb	9.573322279790613e-05
în	9.531250148317302e-05
gs	9.348358072656464e-05
xl	9.333754522888868e-05
mn	9.066370480715514e-05
aç	9.01525805652893e-05
ok	9.005174653117971e-05
dy	8.94884667544296e-05
xf	8.87096107668245e-05
hâ	8.84384019854263e-05
àe	8.812199174046173e-05
yé	8.806635916991852e-05
nz	8.774299485363605e-05
uh	8.702324847223313e-05
gd	8.64321524102114e-05
tô	8.466234125980519e-05
xv	8.44119946923607e-05
mt	8.236054365357943e-05
aï	8.211367412179389e-05
aw	8.173120019930925e-05
aà	8.156430248767958e-05
my	8.117835152953599e-05
âg	7.96275936256437e-05
àf	7.918601009695689e-05
râ	7.89565257434661e-05
àn	7.866793178377316e-05
uk	7.642176674809062e-05
cm	7.628616235739151e-05
bb	7.62305297868483e-05
km	7.426948167519976e-05
bâ	7.391830107364568e-05
îl	7.366447747054223e-05
eç	7.363666118527062e-05
xq	7.323332504883227e-05
àv	7.29099607325498e-05
xr	7.273610894960223e-05
ùi	7.217630620851107e-05
ks	7.207894921006044e-05
hl	7.173819971548322e-05
hs	7.168256714493999e-05
mc	7.032304620229004e-05
ht	7.005879149220973e-05
hm	6.888703047514314e-05
ùl	6.882792086894098e-05
éh	6.852194173095326e-05
zl	6.741624439140675e-05
dv	6.74058132844299e-05
ià	6.719371410923387e-05
nè	6.717632893093911e-05
çu	6.68773038642693e-05
dn	6.64843988348078e-05
ml	6.627925373092967e-05
wo	6.560470881309312e-05
hô	6.306994981771762e-05
sw	6.211028797584707e-05
ku	6.197816062080692e-05
ij	6.188775769367419e-05
dj	6.0569961178931635e-05
uy	6.0187487256446994e-05
uz	5.981196740528025e-05
by	5.9259118735507e-05
kh	5.893227738356558e-05
gg	5.891489220527082e-05
dg	5.876190263627696e-05
vè	5.875147152930011e-05
bd	5.851851014015037e-05
dt	5.839333685642812e-05
tz	5.76527282610715e-05
lâ	5.688430338044326e-05
êc	5.635579396028266e-05
pê	5.6088062214543415e-05
sœ	5.446776359747211e-05
jà	5.3737586109092335e-05
dê	5.277792426722178e-05
xu	5.213119563465684e-05
kr	5.091771018968283e-05
vê	5.090727908270598e-05
kl	5.073342729975841e-05
xb	5.0712565085804706e-05
ft	5.060477698037721e-05
àg	5.053871330285714e-05
xn	5.0201440843938864e-05
rç	4.9332181929201035e-05
ji	4.8911460614467934e-05
cf	4.886625915090157e-05
àh	4.864372886872868e-05
ôm	4.8393382301284185e-05
db	4.8177806090429205e-05
uê	4.761104927802014e-05
xh	4.7381564924529356e-05
hd	4.6331500155526066e-05
tk	4.606376840978682e-05
gy	4.5893393662498205e-05
lk	4.542051681288082e-05
df	4.5024134747760375e-05
dà	4.479812742992854e-05
sz	4.4666000074888394e-05
lj	4.42870031880627e-05
oé	4.417226101131731e-05
èb	4.4022748477982406e-05
tw	4.3542917557047124e-05
lî	4.2906620031459036e-05
oï	4.2642365321378735e-05
fc	4.262150310742503e-05
cn	4.176962937098196e-05
àq	4.131066066400039e-05
ih	4.091080156322099e-05
ky	4.06674090670944e-05
dq	4.064654685314069e-05
xg	4.02745040376329e-05
yb	4.0124991504297994e-05
éâ	3.982944347328713e-05
rw	3.9106220056225264e-05
pc	3.890107495234714e-05
mr	3.785101018334385e-05
nœ	3.6748789879456284e-05
àj	3.666534102364146e-05
nw	3.649844331201179e-05
ài	3.6408040384879056e-05
fp	3.609510717557344e-05
oz	3.607076792596078e-05
zu	3.601513535541756e-05
sê	3.57126332530888e-05
yi	3.570915621742985e-05
yf	3.547967186393906e-05
gp	3.541708522207794e-05
yg	3.521541715385876e-05
èq	3.489900690889419e-05
xj	3.466952255540341e-05
yu	3.465909144842655e-05
ôn	3.43635434174157e-05
pô	3.381417178330139e-05
yv	3.365422814298963e-05
ào	3.364032000035382e-05
fè	3.279540033522866e-05
cb	3.27780151569339e-05
py	3.225298277243226e-05
zd	3.1828784422040196e-05
àé	3.1821830350722296e-05
uè	3.100472697086874e-05
ws	3.095952550730237e-05
zz	3.0785673724354806e-05
wy	3.0563143442181925e-05
jé	2.998943255845496e-05
gb	2.9787764490235783e-05
xy	2.95652342080629e-05
cœ	2.953741792279129e-05
rz	2.9227961749144625e-05
dw	2.910974253674028e-05
gc	2.8748130828209343e-05
hp	2.8633388651463953e-05
oè	2.8605572366192343e-05
fê	2.851864647471856e-05
oî	2.7896257091766277e-05
êq	2.7597232025096463e-05
kd	2.758332388246066e-05
iy	2.745119652742051e-05
hc	2.7253005494860285e-05
zé	2.7228666245247625e-05
mh	2.7228666245247625e-05
àk	2.6933118214236768e-05
lœ	2.6860100465398787e-05
wn	2.672797311035864e-05
fm	2.662018500493115e-05
sx	2.659584575531849e-05
nê	2.506942710103887e-05
xà	2.4979024173906135e-05
mf	2.4610458394057297e-05
ùs	2.4596550251421494e-05
ïd	2.4516578431265614e-05
mâ	2.448528511033505e-05
âl	2.440183625452022e-05
wh	2.4064563795601946e-05
ël	2.3981114939787112e-05
pm	2.3949821618856552e-05
vd	2.3501284018851834e-05
cg	2.3369156663811684e-05
kp	2.295538942039648e-05
kn	2.2652887318067718e-05
zs	2.2552053283958128e-05
ùe	2.2416448893259027e-05
cv	2.20756993986818e-05
ûr	2.198877350720802e-05
nâ	2.1811444688601502e-05
cà	2.1769720260694085e-05
lô	2.174885804674038e-05
zp	2.1474172229683225e-05
bc	2.1275981197123e-05
vs	2.0987387237430043e-05
pf	2.0604913314945402e-05
qa	2.0083357966102707e-05
pn	1.9916460254473043e-05
kt	1.9669590722687502e-05
kg	1.958614186687267e-05
dû	1.9516601153693645e-05
mg	1.918628276609327e-05
mq	1.910978798159634e-05
tâ	1.8765561451360163e-05
mà	1.8689066666863236e-05
ôp	1.8553462276164136e-05
vl	1.8449151206395595e-05
gf	1.8421334921123985e-05
zc	1.8417857885465035e-05
bn	1.8330931993991252e-05
jc	1.829268460174279e-05
êv	1.827529942344803e-05
uw	1.8261391280812225e-05
xx	1.8216189817245858e-05
hb	1.8104924676159418e-05
sû	1.7965843249801364e-05
kk	1.7663341147472603e-05
zh	1.763204782654204e-05
ïs	1.757293822033987e-05
âm	1.7527736756773503e-05
lw	1.7482535293207133e-05
yq	1.7447764936617622e-05
kc	1.7141785798629908e-05
pâ	1.7089630263745638e-05
ké	1.702008955056661e-05
cj	1.6686294127307287e-05
hw	1.6661954877694627e-05
mv	1.64568097738165e-05
sâ	1.628991206218684e-05
zy	1.6036088459083395e-05
sî	1.5883098890089538e-05
wr	1.581355817691051e-05
yw	1.5691861928847214e-05
mw	1.5691861928847214e-05
àê	1.5431084254425866e-05
eê	1.5295479863726766e-05
ïq	1.5264186542796206e-05
zv	1.5239847293183546e-05
fn	1.5024271082328565e-05
yh	1.4940822226513735e-05
aë	1.4937345190854783e-05
hf	1.4686998623410289e-05
yà	1.4652228266820776e-05
zm	1.4499238697826919e-05
oë	1.4262800273018231e-05
oà	1.413067291797808e-05
nx	1.4113287739683324e-05
ên	1.3862941172238832e-05
bm	1.3814262673013513e-05
eœ	1.3779492316424e-05
lz	1.3776015280765048e-05
ûl	1.3678658282314413e-05
rû	1.3609117569135386e-05
dœ	1.353957685595636e-05
bp	1.3330954716419282e-05
qi	1.3233597717968646e-05
kb	1.3146671826494863e-05
zr	1.3066700006338984e-05
bè	1.2892848223391419e-05
ïe	1.2833738617189247e-05
vy	1.2812876403235538e-05
iw	1.2785060117963928e-05
wl	1.2659886834241681e-05
éz	1.2552098728814191e-05
tx	1.2423448409432994e-05
ww	1.238867805284348e-05
êl	1.2353907696253967e-05
yj	1.2312183268346552e-05
fq	1.2183532948965353e-05
hk	1.2061836700902058e-05
zb	1.2023589308653594e-05
kf	1.2023589308653594e-05
fb	1.1877553810977639e-05
yz	1.1867122704000786e-05
yk	1.1842783454388126e-05
ân	1.1728041277642734e-05
œi	1.1522896173764606e-05
dk	1.1390768818724458e-05
zn	1.131775106988648e-05
fg	1.12377792497306e-05
pg	1.1168238536551574e-05
gq	1.0910937897789178e-05
ék	1.0903983826471276e-05
hh	1.0817057934997493e-05
gw	1.0778810542749029e-05
pb	1.0768379435772174e-05
gv	1.0646683187708879e-05
cê	1.0545849153599292e-05
zt	1.0465877333443411e-05
ïn	1.0417198834218093e-05
zf	1.0413721798559143e-05
hœ	1.0396336620264386e-05
kw	1.037895144196963e-05
rx	1.0365043299333824e-05
àw	1.035461219235697e-05
mk	1.0344181085380116e-05
pv	1.0316364800108506e-05
vj	1.0305933693131653e-05
bh	1.0264209265224236e-05
mj	1.0145990052819892e-05
hv	9.892166449716446e-06
gk	9.850442021809031e-06
vp	9.794809451265811e-06
bv	9.680067274520417e-06
fà	9.596618418705587e-06
hq	9.582710276069782e-06
wd	9.422766635758022e-06
vc	9.374088136532703e-06
gâ	9.269777066764165e-06
hà	9.245437817151506e-06
iê	9.168943032654578e-06
eè	9.155034890018773e-06
eâ	8.998568285365964e-06
hê	8.894257215597425e-06
wc	8.869917965984765e-06
wu	8.727359503967761e-06
kv	8.623048434199223e-06
hg	8.56393882799705e-06
lê	8.497875150476976e-06
vn	8.355316688459973e-06
bf	8.257959690009336e-06
ït	8.226666369078775e-06
wt	8.091061978379674e-06
fh	8.059768657449113e-06
cw	8.045860514813308e-06
jr	8.011090158223794e-06
âb	7.858100589229937e-06
qs	7.708588055895032e-06
wb	7.70511102023608e-06
bê	7.687725841941323e-06
eî	7.680771770623421e-06
kq	7.524305165970613e-06
dâ	7.426948167519976e-06
cz	7.419994096202073e-06
ïl	7.353930418681999e-06
dz	7.256573420231362e-06
qc	7.221803063641849e-06
ùd	7.075767565965895e-06
gà	7.002749817127917e-06
fû	6.974933531856307e-06
ïc	6.915823925654135e-06
ùc	6.863668390769866e-06
câ	6.856714319451963e-06
aè	6.842806176816157e-06
qe	6.8115128558855955e-06
dî	6.808035820226645e-06
fy	6.735018071388667e-06
hz	6.696770679140203e-06
fv	6.682862536504398e-06
hj	6.606367752007469e-06
js	6.588982573712712e-06
qp	6.58202850239481e-06
qm	6.5576892527821505e-06
zg	6.50205668223893e-06
zq	6.39426857681144e-06
dô	6.390791541152488e-06
yè	6.356021184562976e-06
pq	6.251710114794436e-06
fj	6.189123472933314e-06
gê	6.12653683107219e-06
pà	6.123059795413238e-06
wm	6.067427224870017e-06
wk	5.983978369055186e-06
gj	5.983978369055186e-06
pç	5.9526850481246246e-06
ïa	5.8692361923097935e-06
wp	5.848373978356086e-06
ür	5.837942871379232e-06
vm	5.771879193859157e-06
jd	5.768402158200206e-06
vf	5.719723658974888e-06
îm	5.709292551998034e-06
ùu	5.705815516339082e-06
nô	5.664091088431667e-06
vt	5.594550375252641e-06
kj	5.549348911686274e-06
àx	5.525009662073615e-06
aê	5.441560806258784e-06
wf	5.43112969928193e-06
yy	5.427652663622979e-06
îc	5.382451200056612e-06
zk	5.372020093079758e-06
bk	5.16339795354268e-06
jp	5.159920917883729e-06
ûà	5.132104632612118e-06
qd	5.097334276022605e-06
eï	5.076472062068898e-06
jn	5.017362455866725e-06
jm	4.993023206254066e-06
âs	4.930436564392943e-06
uë	4.920005457416089e-06
pk	4.892189172144479e-06
zà	4.8852351008265755e-06
àz	4.756584781445378e-06
àà	4.641842604699985e-06
xk	4.634888533382082e-06
pj	4.582732998497813e-06
kà	4.471467857411371e-06
fk	4.4471286077987125e-06
uï	4.412358251209199e-06
lx	4.269799789192196e-06
xw	4.193305004695268e-06
ùp	4.186350933377364e-06
nî	4.158534648105754e-06
fw	4.1481035411289e-06
gz	4.127241327175192e-06
bq	4.102902077562533e-06
ûa	4.088993934926728e-06
ün	4.085516899267777e-06
zw	4.082039863608826e-06
ùo	3.963820651204481e-06
bg	3.9429584372507735e-06
ùa	3.925573258956017e-06
xè	3.904711045002309e-06
jk	3.883848831048602e-06
vœ	3.8595095814359424e-06
yx	3.817785153528527e-06
rü	3.7656296186442576e-06
mü	3.7586755473263546e-06
jl	3.734336297713696e-06
zè	3.7273822263957933e-06
vb	3.6856577984883773e-06
eû	3.682180762829426e-06
bw	3.682180762829426e-06
vg	3.6439333705809618e-06
vv	3.5917778356966925e-06
ùt	3.5709156217429845e-06
ql	3.53266822949452e-06
qf	3.4526964093386404e-06
gü	3.435311231043884e-06
mû	3.3379542325932475e-06
wj	3.3344771969342963e-06
lû	3.3066609116626858e-06
ül	3.282321662050027e-06
pw	3.2232120558478547e-06
éw	3.212780948871001e-06
vh	3.2023498418941467e-06
vq	3.1710565209635854e-06
bû	3.1675794853046337e-06
zj	3.098038772125608e-06
mœ	3.0806535938308513e-06
mô	3.0597913798771438e-06
éy	3.0597913798771438e-06
vk	3.0458832372413383e-06
px	3.0145899163107766e-06
bœ	3.0111128806518253e-06
ïk	3.007635844992874e-06
jb	2.9798195597212635e-06
éç	2.9763425240623123e-06
qt	2.9415721674727993e-06
ày	2.9346180961548967e-06
fü	2.892893668247481e-06
âq	2.868554418634822e-06
qr	2.8303070263863577e-06
lü	2.7642433488662833e-06
ïm	2.7642433488662833e-06
èz	2.7433811349125753e-06
mz	2.739904099253624e-06
âr	2.7225189209588673e-06
ïv	2.691225600028306e-06
ïb	2.6599322790977442e-06
ùv	2.6529782077798417e-06
pz	2.6495011721208905e-06
bà	2.635593029485085e-06
ûc	2.6321159938261337e-06
uî	2.5938686015776695e-06
üh	2.590391565918718e-06
aô	2.586914530259767e-06
mx	2.5486671380113027e-06
wg	2.5104197457628384e-06
ïr	2.506942710103887e-06
ôs	2.499988638785984e-06
ïw	2.4547871752196174e-06
jt	2.451310139560666e-06
jj	2.437401996924861e-06
üs	2.4304479256069586e-06
qo	2.4269708899480073e-06
yê	2.3713383194047863e-06
ûn	2.3713383194047863e-06
ùr	2.367861283745835e-06
xz	2.3504761054510783e-06
bü	2.263550213977296e-06
qj	2.2426880000235884e-06
vô	2.228779857387783e-06
üc	2.228779857387783e-06
qé	2.214871714751978e-06
ûs	2.2079176434340754e-06
gx	2.1870554294803674e-06
ën	2.183578393821416e-06
üb	2.1661932155266594e-06
gî	2.1661932155266594e-06
wé	2.1209917519602926e-06
ùn	2.1036065736655363e-06
và	2.075790288393926e-06
qb	2.0514510387812666e-06
èp	2.044496967463364e-06
cx	2.0375428961454615e-06
qv	2.0340658604865103e-06
qg	2.0340658604865103e-06
dx	2.009726610873851e-06
bî	2.0062495752148998e-06
ïo	1.9784332899432893e-06
fâ	1.9575710759895817e-06
ët	1.950617004671679e-06
jf	1.9436629333537763e-06
tœ	1.9297547907179712e-06
ïf	1.9228007194000687e-06
wq	1.891507398469507e-06
qn	1.891507398469507e-06
ùj	1.867168148856848e-06
jh	1.8323977922673349e-06
ûê	1.8011044713367731e-06
ùm	1.7976274356778219e-06
üe	1.7976274356778219e-06
âp	1.7698111504062116e-06
tç	1.7628570790883088e-06
iç	1.7489489364525036e-06
éê	1.7454719007935523e-06
ùf	1.7385178294756498e-06
âd	1.7280867224987958e-06
qq	1.7246096868398446e-06
jg	1.7246096868398446e-06
dü	1.717655615521942e-06
ûm	1.7141785798629908e-06
üt	1.7002704372271855e-06
wv	1.6967934015682343e-06
fœ	1.6898393302503315e-06
qh	1.6689771162966238e-06
bz	1.6655000806376725e-06
jy	1.6620230449787212e-06
ës	1.6550689736608185e-06
tü	1.6446378666839647e-06
œt	1.6272526883892082e-06
fx	1.6202986170713055e-06
yô	1.6063904744355005e-06
yû	1.5820512248228412e-06
fz	1.5820512248228412e-06
êp	1.5403267969154257e-06
âh	1.5333727255975232e-06
hü	1.509033475984864e-06
ùé	1.4986023690080101e-06
jv	1.4846942263722049e-06
rî	1.4777401550543024e-06
xî	1.4499238697826919e-06
éx	1.4429697984647893e-06
sç	1.3769061209447146e-06
xœ	1.3734290852857633e-06
œs	1.359520942649958e-06
éè	1.359520942649958e-06
tî	1.3282276217193965e-06
uç	1.3143194790835912e-06
ùb	1.3143194790835912e-06
œd	1.3143194790835912e-06
kz	1.2899802294709322e-06
pî	1.2725950511761757e-06
ër	1.2725950511761757e-06
yâ	1.2621639441993217e-06
ïg	1.2586869085403704e-06
ûp	1.1821921240434419e-06
aâ	1.1439447317949776e-06
ôd	1.1056973395465133e-06
qà	1.0952662325696593e-06
kx	1.0778810542749028e-06
iâ	1.0778810542749028e-06
eô	1.0709269829570003e-06
