n-gram	frequency
eb	0.0022521993363070515
ig	0.0022040453490692834
vi	0.0021692320865404112
iv	0.002111230795771007
wo	0.002106007777282433
yo	0.002101810399130224
rd	0.0020872733638328225
tw	0.002060589833070493
ba	0.002050693502311955
ag	0.0020372352972668983
ry	0.002032441960795227
ab	0.002029445518441609
ls	0.0020062894041506644
sw	0.0020057764683522293
ap	0.001978181771203139
fe	0.001972487675067399
tu	0.0019605097685100716
ci	0.0019532456448109517
fa	0.0019328588750584475
ht	0.001931383895562316
fr	0.0019285682989230244
av	0.00191689172480274
eg	0.001916331611861437
go	0.0018937247412680951
bo	0.001889952188662201
bu	0.0018762791426086922
ty	0.0018521464152082832
mp	0.0018119658276361818
oc	0.0017684379755255094
od	0.001759941927120229
eh	0.0017481307593864685
ys	0.001743616554343432
ey	0.0017410081671159522
rm	0.0017062374565198627
ov	0.0016997679439133594
gt	0.0016992998726527494
ya	0.001674221521050446
ck	0.0016662529778553687
gi	0.0016426757381861775
rn	0.0016337710524698804
gr	0.0016165023680962318
rc	0.0016128253260785945
bl	0.0016051893354886344
lt	0.0015765659916166226
yt	0.00155271794589695
oa	0.001515732453451621
ye	0.0015030325516000127
ob	0.0014367086578035188
db	0.001412242915276984
ff	0.0014073401925868009
sf	0.0014046751465357787
rr	0.0013635609603080043
du	0.0013554897374490383
ki	0.0013446311317323
uc	0.0013279868507201369
if	0.0013275310362662524
af	0.0013187785199617543
dr	0.0013186194127348277
cl	0.0013143006228178858
ex	0.001306474536093429
sm	0.001290608215417576
pi	0.0012856257078534253
sb	0.0012843477623069182
cr	0.0012752506678510819
tl	0.0012495321871730035
oi	0.0012341485071695286
ru	0.0012327472997742542
up	0.0012272874705293235
by	0.0012099720715338155
tc	0.0012018185199353351
nn	0.0011981373152286214
ak	0.0011880571323692015
sl	0.0011482111787467556
nf	0.0011448165058048124
ue	0.0011396140695011162
dw	0.0011347522799201861
au	0.001129515154540852
pp	0.0011270233226075158
ug	0.001117525916218816
rl	0.0011108010920156163
rg	0.0010744219646124408
br	0.0010686732909976969
cu	0.0010647337683077315
ua	0.0010614850207439723
dh	0.0010605063262899698
rk	0.001038683428806049
yi	0.00103170259922464
lu	0.0010182261245997473
um	0.0010151688607335104
bi	0.0010074775988830336
ny	0.001004431435521001
nw	0.0009749866543378793
qu	0.0009642230966883892
og	0.0009627666180325981
sn	0.00096157886408275
mb	0.0009532012210556475
va	0.0009507986556769535
df	0.0009328766603787876
dd	0.0009253368741585971
ms	0.0009072014254150048
gs	0.0009066972775157312
aw	0.0009063006657509358
nh	0.0009054796909608344
pu	0.0008922372519662465
hr	0.0008887343491083124
sd	0.0008885606724696177
tb	0.000882364972300151
pt	0.0008816748909554573
nm	0.0008780794838958217
dc	0.0008747384633908653
gu	0.0008714890220455935
tm	0.0008695073507846416
mu	0.0008685760647340111
nu	0.0008632034206991841
mm	0.0008627191612032764
nl	0.0008540415733021567
eu	0.0008496811564944489
wn	0.0008440118052326642
nb	0.0008331603685915576
rp	0.0008298061662378588
dm	0.0008197965178322364
sr	0.0008126050099314522
ud	0.0008093042287542361
ui	0.0008051292828709401
rf	0.0007946647450534503
ok	0.0007857237514379853
yw	0.0007814440445462624
tf	0.0007789899080751198
ip	0.0007744037810152603
rw	0.0007742613245446399
rb	0.0007738466744605126
oh	0.0007526740815145536
ks	0.000746354656975311
dp	0.0007273242300802561
fu	0.0007259035968026243
yc	0.000723395114112982
tp	0.0007100684962948457
mt	0.0007067196129327448
dl	0.0007055630791509709
nk	0.0007037719665455243
cc	0.0006999080660404499
ub	0.0006916696418369083
rh	0.0006865444465416329
np	0.0006864103154491656
ju	0.0006763941917494241
fl	0.000668536884856893
dn	0.0006569005500643486
ka	0.0006551697964505124
ph	0.0006533904781307827
hu	0.0006410148035061384
jo	0.0006293396169488794
lf	0.0006249866004773079
yb	0.0006236600902249075
rv	0.0006226561883759411
oe	0.0006050487073635606
ib	0.0006009174697155686
ik	0.0005978370797989063
yp	0.0005970829392945344
gl	0.0005959090609749415
lp	0.0005883167786202853
ym	0.0005819145628205199
lb	0.0005697548855068488
hs	0.0005693693742462576
dg	0.0005647702965981599
gn	0.0005611371940763308
ek	0.0005577168512184154
nr	0.0005535405177720939
ps	0.0005497145439897171
td	0.0005426564733998874
lc	0.0005383890233148899
sk	0.0005369609897011219
yf	0.0005331118898683197
yh	0.0005298809493633882
vo	0.0005210974441513202
ah	0.0005146170623011168
dy	0.0005129450488553611
lm	0.0005125921453258696
sy	0.0005120731967543238
nv	0.0005075090394423684
yd	0.0004908127248167483
fs	0.0004734864565775405
sg	0.0004726432807790307
yr	0.00046759463271066337
yl	0.00046574454867663205
ws	0.00045991400884338226
my	0.0004507565553959356
oy	0.0004470015785883647
kn	0.0004402820733767629
iz	0.0004314863113579693
xp	0.00042568028513817046
lw	0.000424781838079144
tn	0.00041213373858048867
ko	0.00040655619773889267
aa	0.00039803239807310176
ja	0.00039609443504745395
ze	0.0003954256296691516
fc	0.00036326191873751665
gw	0.00036261438932560564
tg	0.00035383897823118647
xt	0.0003491961923477848
fh	0.0003486492612552243
lr	0.0003480683348685385
je	0.00034396484848105694
yn	0.00034357332444735506
gg	0.0003395565607489687
gf	0.000338863704278224
eq	0.00033797242629482943
hy	0.00033450698763858445
kt	0.00033393669923509426
hc	0.0003332595684786388
bs	0.0003260014575526296
hw	0.00032451005856069603
hn	0.0003200548249462443
cs	0.0003195113627612476
hm	0.00031289569351605577
nj	0.00031052157317938505
hh	0.0003075760081367029
wt	0.00030093767536209414
gc	0.0003005325069586413
lh	0.00029463698292369613
ej	0.00029069283502364555
fm	0.00028937904409897906
dv	0.0002864311664512544
lv	0.00028636687603107177
wr	0.0002836999798960156
gp	0.0002810286898113786
fp	0.00027747675972654266
gb	0.00027389962224674304
gm	0.00027254304812878956
hl	0.00027045175938882136
lk	0.00026923024140535217
cy	0.00026486635569008074
mc	0.0002547859415701567
yg	0.00024261123232370915
xi	0.00023698096408714326
hb	0.0002344990763554902
fw	0.00023262563501052922
gy	0.0002265899671100062
hp	0.00022632286122759292
mw	0.00021683470525906318
pm	0.0002153555630738551
za	0.00021486852845189634
lg	0.00021425638189713622
iw	0.00021323582929186368
xa	0.00020909372240017176
fb	0.00020539517315563884
sv	0.00020399095937380905
gd	0.00020346114155856332
ix	0.00020336123702072563
aj	0.0002012572289530235
kl	0.00019571784609462937
hf	0.000192936938530976
hd	0.0001916582992029561
ae	0.00018870001483253996
sq	0.00018508841953760653
dj	0.0001848617842434377
fy	0.00018268677920092957
az	0.00017769108978803644
ln	0.00017398097751829082
ao	0.00017334501113159254
fd	0.00017298910121554578
kw	0.00016642269045776
mf	0.0001653713802054217
mh	0.00016439476709595742
sj	0.00016290961213763874
uf	0.00016231989785179125
tv	0.00016145452104487308
xc	0.00016141867566671372
yu	0.00016084445583465124
bb	0.00015937502659062186
ww	0.00015601064877473586
oj	0.00015288215667318884
ax	0.00015282295398409983
mr	0.00015277508305971927
wl	0.0001521189970091509
xe	0.00015123211297533713
kh	0.00015034129751295103
ox	0.00015033736608437872
uo	0.00015029758927764705
zi	0.0001489398588571723
fg	0.00014748823667197044
ih	0.0001412268585192956
tk	0.00014114591734280674
ii	0.00014040380238465591
iu	0.0001333640013746624
tj	0.00012938400809645246
mn	0.00012913517179387524
wy	0.00012803668439866913
ky	0.000127955511961676
kf	0.00012426598187680897
fn	0.0001235768255741323
uy	0.0001230213378429144
pw	0.00012266311532182507
dk	0.00012158382254847205
rj	0.00011982924910269757
uk	0.0001190697896067277
kr	0.00011725370086682168
ku	0.0001171607341441116
wm	0.00011694543061465121
km	0.00011230403229427506
md	0.00011126544136967071
ml	0.00011066462657961904
ez	0.00010764390187305436
kb	0.00010588493447769906
wc	0.00010369582254443145
wd	0.00010005393212344076
hg	9.93511314510131e-05
bt	9.904332371985113e-05
zo	9.805815397172944e-05
kc	9.713334321521803e-05
pf	9.670574254285253e-05
yv	9.516069111393209e-05
pc	9.257542993687754e-05
py	9.161315497867699e-05
wb	9.130627228953204e-05
yk	9.064324842383606e-05
cp	8.855496607042317e-05
yj	8.757349649036954e-05
kp	8.687370220449718e-05
pb	8.541282959912518e-05
cd	8.289185884225322e-05
ji	8.269343732960336e-05
uw	8.157298018649313e-05
uh	7.847617077402891e-05
wf	7.775278791672264e-05
yy	7.700350388293995e-05
wp	7.440714220168121e-05
bc	7.409124035287036e-05
aq	7.286278455427354e-05
cb	6.892788707439312e-05
iq	6.744365715809148e-05
cm	6.612709110737392e-05
mg	6.59400013594325e-05
dq	6.551933850219463e-05
bj	6.535606858619135e-05
tz	6.475456001462691e-05
kd	6.428625749351273e-05
pd	6.317158186300885e-05
fj	6.240911598048367e-05
cf	6.189224875347616e-05
nz	6.162190522400334e-05
cw	5.949245850083325e-05
fv	5.658597648337001e-05
vy	5.390266085251179e-05
fk	5.293668572624318e-05
oz	5.285597581025856e-05
zz	5.1172168078785784e-05
ij	5.067565177615262e-05
lj	5.0498506229894114e-05
nq	5.0281121355895434e-05
uv	4.9039021187547636e-05
xo	4.88359744648127e-05
pg	4.882672404464254e-05
hk	4.865374118746061e-05
kg	4.8394960683200476e-05
vs	4.719865009469496e-05
hv	4.568296874981478e-05
bm	4.4357383539431316e-05
hj	4.391775732084462e-05
cn	4.3487612782932326e-05
gv	4.319414320303411e-05
cg	4.199459496746903e-05
wu	4.1831325051465765e-05
gj	4.092085244621809e-05
xh	3.852776874819854e-05
gk	3.788740841191944e-05
tq	3.67960900923452e-05
cq	3.643416740318782e-05
rq	3.6292404714080165e-05
bh	3.572720404168359e-05
xs	3.5694365050079535e-05
uz	3.5553064881980387e-05
wk	3.4449489755680694e-05
xu	3.4118555974093337e-05
ux	3.348975866302693e-05
bd	3.2781638999001434e-05
bw	3.2420178830852556e-05
wg	3.2351031940080635e-05
mv	3.1524044376868626e-05
mj	3.104972908264384e-05
pn	3.044428908250708e-05
xm	2.9483864208340556e-05
oq	2.837034488035794e-05
bv	2.776999261131477e-05
xw	2.7594465888586045e-05
kk	2.747629177091229e-05
bp	2.663219093038549e-05
zu	2.625685513198138e-05
rz	2.6232341518530465e-05
xf	2.6139606056324644e-05
mk	2.5679397652859347e-05
zh	2.4892649417387516e-05
bn	2.4542521013947084e-05
zy	2.448378084586659e-05
hq	2.3413044711170948e-05
wj	2.299538824048837e-05
iy	2.274701445891966e-05
dz	2.2672317316045648e-05
vr	2.229721277814579e-05
zs	2.1968129080592464e-05
xy	2.1814572105767862e-05
cv	2.1790289752821203e-05
xb	2.1747969080542734e-05
xr	2.082408336604833e-05
uj	2.0389776139059473e-05
yq	2.034005513064488e-05
vd	1.9798443029682204e-05
pk	1.919855328164754e-05
vu	1.9155307567352055e-05
jr	1.8609764037817064e-05
zl	1.850985949997937e-05
sz	1.846383865963284e-05
yz	1.8103303533500983e-05
lq	1.7841285382181293e-05
kj	1.7764506894768992e-05
bf	1.7425941516541255e-05
nx	1.7308461180380262e-05
qa	1.7003891096277855e-05
qi	1.6971514625682306e-05
kv	1.692456874331876e-05
zw	1.5925754625446086e-05
wv	1.4784484036953e-05
uu	1.4579355969679774e-05
vt	1.4549060843622511e-05
vp	1.4471588574697448e-05
xd	1.3898987566164746e-05
gq	1.3817815129171621e-05
xl	1.3779657145969725e-05
vc	1.3649920003083275e-05
cz	1.3393220843361428e-05
lz	1.3254464540809076e-05
zt	1.317144201978192e-05
wz	1.221888000276003e-05
sx	1.1788504204343487e-05
zb	1.1713807061469471e-05
vl	1.1339165044578123e-05
pv	1.1124786557134741e-05
fq	1.0985798994078137e-05
pj	1.087918790161708e-05
zm	1.0645846052824878e-05
vw	1.0547329078012708e-05
cj	9.603323699648213e-06
zc	9.490237313068047e-06
bg	9.369750590351755e-06
js	9.094550590289593e-06
xg	9.085993951632197e-06
rx	8.93914353143096e-06
hz	8.571901850675737e-06
xx	8.106143195108345e-06
vm	8.099667900989235e-06
xn	8.0326023547556e-06
qw	8.017570421979094e-06
jp	7.983112606845262e-06
vn	7.650560001728127e-06
zd	7.6098581529794365e-06
zr	7.558749581539321e-06
fz	7.212090085662698e-06
xv	7.1961331108691766e-06
zp	7.027775463772324e-06
vh	6.984761009981095e-06
vb	6.750956640180384e-06
zf	6.627463530908792e-06
gz	6.594162018296227e-06
tx	6.511370757773325e-06
vf	6.496107564492566e-06
dx	6.339544203112663e-06
qb	6.315030589661748e-06
bk	6.242414791326018e-06
zg	6.0981082366715725e-06
vg	5.916800001336501e-06
jc	5.728322690369557e-06
zk	5.6108423542085664e-06
zn	5.605985883619234e-06
uq	5.408258152482134e-06
jm	5.1658971440240275e-06
vv	5.163815799485743e-06
jd	5.065298824673574e-06
mq	4.939261849855188e-06
jh	4.847220169162129e-06
qs	4.821087732181436e-06
jt	4.7195643708139654e-06
jb	4.481828572440937e-06
fx	4.466334118655925e-06
pq	4.303064202652658e-06
mz	4.225360673223342e-06
yx	3.918709244582646e-06
qt	3.911540168950775e-06
wq	3.7568268916049035e-06
jj	3.7198252109242765e-06
jw	3.719362689915769e-06
lx	3.576906219295355e-06
gx	3.4175677318644052e-06
jn	3.3421768074776277e-06
zv	3.316044370496935e-06
mx	3.295462185618336e-06
jk	3.2300154629144775e-06
kq	3.2156773116507347e-06
xk	3.156937143570239e-06
jf	2.923132773769528e-06
qm	2.8479731098870043e-06
qh	2.8382601687083397e-06
jl	2.8095838661808537e-06
jg	2.7804450426448604e-06
vk	2.6523267232881895e-06
vj	2.6437700846307946e-06
kz	2.588267563609854e-06
qc	2.466855798876547e-06
xj	2.458067899714898e-06
pz	2.242533109750246e-06
ql	2.220794622350378e-06
qo	2.172461176961309e-06
jv	2.064000000466221e-06
qf	2.030004706340895e-06
qd	2.0068786559155033e-06
bz	1.880610420592864e-06
hx	1.7404665550149893e-06
zj	1.6574440339878327e-06
px	1.5758090759861996e-06
qp	1.401901176787253e-06
qe	1.3921882356085885e-06
qr	1.381781512917162e-06
zq	1.3350668910578706e-06
jy	1.3235038658451746e-06
bq	1.2749391599518517e-06
xq	1.2525068910392216e-06
cx	1.2256806725457672e-06
kx	1.175497143122667e-06
wx	1.08183663889983e-06
qy	1.053854117885106e-06
qv	9.74069243917504e-07
qn	8.806400001989211e-07
vx	7.381835295785074e-07
bx	6.986379833510873e-07
jz	6.611737816619525e-07
vz	6.08908907700567e-07
qg	5.936457144198084e-07
qq	5.779200001305419e-07
zx	5.695946219774008e-07
xz	4.81484369856658e-07
qk	4.678400001056768e-07
vq	3.4411563032983046e-07
qj	3.103515967087584e-07
qx	1.7691428575424752e-07
jx	1.72751596677677e-07
jq	1.6697008407132905e-07
qz	6.475294119109714e-08
